brand,freezer_capacity,number_of_reviews,price,product_description,ratings,total_capacity
LG,,112,"$3,599.99 ",LG - 29.6 Cu. Ft. French InstaView Door-in-Door Smart Wi-Fi Enabled Refrigerator - Stainless steel,4.7,
Viking,,1,"$8,409.00 ",Viking - Professional 5 Series Quiet Cool 22.8 Cu. Ft. Refrigerator - Burgundy,5,
Viking,,1,"$8,409.00 ",Viking - Professional 5 Series Quiet Cool 22.8 Cu. Ft. Refrigerator - White,5,
Viking,,1,"$8,409.00 ",Viking - Professional 5 Series Quiet Cool 22.8 Cu. Ft. Refrigerator - Black,5,
LG,,960,"$2,609.99 ",LG - 24.2 Cu. Ft. French Door Refrigerator - PrintProof Black Stainless Steel,4.5,
KitchenAid,,14,,KitchenAid - 30 Cu. Ft. Side-by-Side Built-In Refrigerator - Stainless steel,4.5,
Danby,,6,$709.99 ,Danby - Contemporary Classic 11 Cu. Ft. Refrigerator - Scarlet metallic red,3.8,
Maytag,,1,"$1,574.99 ",Maytag - 19.7 Cu. Ft. French Door Refrigerator - Stainless steel,4,
JennAir,,10,"$4,799.00 ",JennAir - 23.8 Cu. Ft. French Door Refrigerator - Gray,5,
GE,,28,"$3,264.99 ",GE - Profile Series 27.8 Cu. Ft. French Door Refrigerator with Keurig Brewing System - Black stainless steel,4.3,
GE,,19,"$1,484.99 ",GE - 20.9 Cu. Ft. Bottom-Freezer Refrigerator - High Gloss White,4.6,
Amana,,4,"$1,259.99 ",Amana - 18.5 Cu. Ft. Bottom-Freezer Refrigerator - Black,3.8,
Monogram,,2,"$10,530.00 ",Monogram - 30.1 Cu. Ft. Side-by-Side Built-In Refrigerator - Stainless steel,5,
GE,,8,$969.99 ,GE - 11.6 Cu. Ft. Top-Freezer Refrigerator - Stainless steel,4.3,
KitchenAid,,6,,KitchenAid - 20.8 Cu. Ft. French Door Built-In Refrigerator - Black,4.8,
GE,,14,$844.99 ,GE - 18.2 Cu. Ft. Top-Freezer Refrigerator - White,4.4,
Whirlpool,,36,$599.99 ,Whirlpool - 18.2 Cu. Ft. Top-Freezer Refrigerator - Black,4,
Whirlpool,,15,$879.99 ,Whirlpool - 18.2 Cu. Ft. Top-Freezer Refrigerator - Fingerprint Resistant Stainless Steel,3.7,
Samsung,,724,"$2,599.99 ",Samsung - 22.5 cu. ft. Counter Depth French Door Refrigerator with CoolSelect Pantry - Fingerprint Resistant Black Stainless Steel,4.3,
Maytag,,29,"$2,049.99 ",Maytag - 21.7 Cu. Ft. French Door Refrigerator - White on white,3.8,
GE,,355,"$1,619.99 ",GE - 24.8 Cu. Ft. French Door Refrigerator - High Gloss White,4.5,
GE,,355,"$1,619.99 ",GE - 24.8 Cu. Ft. French Door Refrigerator - High Gloss Black,4.5,
GE,,26,$639.99 ,GE - 14.6 Cu. Ft. Top-Freezer Refrigerator - White,4.4,
GE,,30,"$2,069.99 ",GE - Profile Series 25.4 Cu. Ft. Side-by-Side Refrigerator - Black stainless steel,4.4,
GE,,15,"$1,529.99 ",GE - 23.2 Cu. Ft. Side-by-Side Refrigerator - Stainless steel,4.5,
Maytag,,29,"$2,049.99 ",Maytag - 21.7 Cu. Ft. French Door Refrigerator - Black on Black,3.8,
Danby,,1,$729.99 ,Danby - 9.2 Cu. Ft. Bottom-Freezer Refrigerator - Black/stainless steel look,4,
Viking,,1,"$7,449.00 ",Viking - Professional 5 Series Quiet Cool 22.8 Cu. Ft. Refrigerator - Stainless steel,5,
Viking,,1,"$8,409.00 ",Viking - Professional 5 Series Quiet Cool 22.8 Cu. Ft. Refrigerator - Cobalt blue,5,
GE,,NA,$737.99 ,GE - 17.5 Cu. Ft. Top-Freezer Refrigerator - Black,,
GE,,NA,$665.99 ,GE - 17.5 Cu. Ft. Top-Freezer Refrigerator - White,,
GE,,NA,$710.99 ,GE - 17.5 Cu. Ft. Top-Freezer Refrigerator - Silver,,
GE,,NA,$737.99 ,GE - 17.5 Cu. Ft. Top-Freezer Refrigerator - White,,
GE,,NA,$665.99 ,GE - 16.6 Cu. Ft. Top-Freezer Refrigerator - White,,
GE,,NA,$638.99 ,GE - 15.6 Cu. Ft. Top-Freezer Refrigerator - Bisque,,
GE,,NA,$620.99 ,GE - 16.6 Cu. Ft. Top-Freezer Refrigerator - White,,
Samsung,,11,"$3,999.00 ",Samsung - Chef Collection 22.6 Cu. Ft. 4-Door Flex French Door Counter-Depth Refrigerator - Fingerprint Resistant Stainless steel,3.9,
Bosch,,10,"$1,979.99 ",Bosch - 300 Series 20.2 Cu. Ft. Side-by-Side Counter-Depth Refrigerator - Stainless steel,3.3,
Samsung,,70,"$3,499.99 ",Samsung - Family Hub 22.2 Cu. Ft. 4-Door French Door Counter-Depth Refrigerator - Fingerprint Resistant Black Stainless Steel,4.5,
Amana,,10,"$1,349.99 ",Amana - 22.1 Cu. Ft. Bottom-Freezer Refrigerator - Stainless steel,4.6,
KitchenAid,,67,"$3,299.99 ",KitchenAid - 21.9 Cu. Ft. French Door Counter-Depth Refrigerator - Black stainless steel,4.3,
KitchenAid,,6,,KitchenAid - 20.8 Cu. Ft. French Door Built-In Refrigerator - Stainless steel,4.8,
Frigidaire,,NA,"$1,599.99 ",Frigidaire - Gallery 27.6 Cu. Ft. French Door Refrigerator - Stainless steel,,
Samsung,,NA,"$2,299.99 ",Samsung - 27.8 Cu. Ft. French Door Refrigerator with Food Showcase - Fingerprint Resistant Tuscan Stainless Steel,,
Maytag,,15,$944.99 ,Maytag - 20.5 Cu. Ft. Top-Freezer Refrigerator - Monochromatic stainless steel,4,
GE,,491,$579.99 ,GE - 17.5 Cu. Ft. Frost-Free Top-Freezer Refrigerator - Black,4.5,
Monogram,,1,"$7,830.00 ",Monogram - 21.3 Cu. Ft. Bottom-Freezer Refrigerator - Stainless steel,5,
Amana,,4,"$1,349.99 ",Amana - 18.6 Cu. Ft. Bottom-Freezer Refrigerator - Stainless steel,3.8,
LG,,365,"$3,599.99 ",LG - 23.5 Cu. Ft. French InstaView Door-in-Door Counter-Depth Smart Wi-Fi Enabled Refrigerator - Stainless steel,4.6,
Amana,,7,$659.99 ,Amana - 14.4 Cu. Ft. Top-Freezer Refrigerator - White,4.9,
GE,,15,"$1,169.99 ",GE - 20.9 Cu. Ft. Bottom-Freezer Refrigerator - Stainless steel,4.1,
Whirlpool,,15,$749.99 ,Whirlpool - 18.2 Cu. Ft. Top-Freezer Refrigerator - Black,3.7,
GE,,43,"$2,159.99 ",GE - 21.9 Cu. Ft. Side-by-Side Counter-Depth Refrigerator - White,4,
GE,,5,"$2,729.99 ",GE - Profile Series 22.2 Cu. Ft. French Door in Door Counter-Depth Refrigerator - Stainless steel,3.6,
Whirlpool,,588,"$1,349.99 ",Whirlpool - 21.9 Cu. Ft. Bottom-Freezer Refrigerator - Black,4.5,
KitchenAid,,2,,KitchenAid - 20.9 Cu. Ft. Bottom-Freezer Built-In Refrigerator - Stainless steel,5,
Whirlpool,,12,$659.99 ,Whirlpool - 18.2 Cu. Ft. Top-Freezer Refrigerator - White,4.2,
LG,,112,"$3,779.99 ",LG - 29.6 Cu. Ft. French InstaView Door-in-Door Smart Wi-Fi Enabled Refrigerator - PrintProof Black Stainless Steel,4.7,
Hotpoint,,NA,$575.99 ,Hotpoint - 15.6 Cu. Ft. Top-Freezer Refrigerator - Black,,
Hotpoint,,NA,$593.99 ,Hotpoint - 15.6 Cu. Ft. Top-Freezer Refrigerator - White,,
Hotpoint,,NA,$575.99 ,Hotpoint - 15.6 Cu. Ft. Top-Freezer Refrigerator - White,,
Hotpoint,,NA,$593.99 ,Hotpoint - 15.6 Cu. Ft. Top-Freezer Refrigerator - White,,
KitchenAid,,8,,KitchenAid - 25.5 Cu. Ft. Side-by-Side Built-In Refrigerator - White,5,
GE,,13,"$1,349.99 ",GE - 25.4 Cu. Ft. Side-by-Side Refrigerator - White,4.3,
Whirlpool,,6,$549.99 ,Whirlpool - 14.3 Cu. Ft. Top-Freezer Refrigerator - Biscuit,4.5,
Whirlpool,,6,$549.99 ,Whirlpool - 14.3 Cu. Ft. Top-Freezer Refrigerator - White,4.5,
Whirlpool,,6,$549.99 ,Whirlpool - 14.3 Cu. Ft. Top-Freezer Refrigerator - Black,4.5,
GE,,15,"$1,079.99 ",GE - 20.9 Cu. Ft. Bottom-Freezer Refrigerator - High gloss white,4.1,
GE,,15,"$1,079.99 ",GE - 20.9 Cu. Ft. Bottom-Freezer Refrigerator - High gloss black,4.1,
Whirlpool,,10,$549.99 ,Whirlpool - 14.3 Cu. Ft. Top-Freezer Refrigerator - White,4.4,
GE,,NA,$575.99 ,GE - 15.6 Cu. Ft. Top-Freezer Refrigerator - White,,
GE,,NA,$638.99 ,GE - 17.5 Cu. Ft. Top-Freezer Refrigerator - White,,
GE,,NA,$665.99 ,GE - 17.5 Cu. Ft. Top-Freezer Refrigerator - Black,,
GE,,NA,$638.99 ,GE - 17.5 Cu. Ft. Top-Freezer Refrigerator - Black,,
GE,,491,$754.99 ,GE - 17.5 Cu. Ft. Frost-Free Top-Freezer Refrigerator - Bisque,4.5,
KitchenAid,,11,,KitchenAid - 24.2 Cu. Ft. French Door Built-In Refrigerator - White,3.7,
Café,,14,"$3,084.99 ",Café - 23.1 Cu. Ft. French Door Counter-Depth Refrigerator - Matte White,3.8,
Monogram,,1,"$8,330.00 ",Monogram - 25.5 Cu. Ft. Side-by-Side Built-In Refrigerator - Custom Panel Ready,5,
GE,,491,$754.99 ,GE - 17.5 Cu. Ft. Frost-Free Top-Freezer Refrigerator - White,4.5,
GE,,NA,$827.99 ,GE - 16.6 Cu. Ft. Top-Freezer Refrigerator - Stainless steel,,
GE,,21,$664.99 ,GE - 15.5 Cu. Ft. Frost-Free Top-Freezer Refrigerator - White,4.6,
Amana,,40,"$1,079.99 ",Amana - 18.6 Cu. Ft. Bottom-Freezer Refrigerator - Stainless steel,4.4,
GE,,438,$594.99 ,GE - 15.5 Cu. Ft. Frost-Free Top-Freezer Refrigerator - Black,4.5,
LG,,NA,$779.99 ,LG - 20.2 Cu. Ft. Top-Freezer Refrigerator - Stainless steel,,
Monogram,,1,"$4,130.00 ",Monogram - 23.1 Cu. Ft. French Door Counter-Depth Refrigerator - Stainless steel,5,
GE,,71,"$3,174.99 ",GE - Profile Series 22.2 Cu. Ft. French Door Counter-Depth Refrigerator with Keurig Brewing System - Slate,4.2,
Café,,2,"$3,354.99 ",Café - 27.8 Cu. Ft. French Door Refrigerator with Keurig Brewing System - Matte Black,5,
Whirlpool,,81,"$1,299.99 ",Whirlpool - 18.5 Cu. Ft. Bottom-Freezer Refrigerator - Black,4.3,
Samsung,,11,"$4,299.00 ",Samsung - Chef Collection 22.6 Cu. Ft. 4-Door Flex French Door Counter-Depth Refrigerator - Fingerprint Resistant Matte Black Stainless Steel,3.9,
KitchenAid,,61,"$2,399.99 ",KitchenAid - 22.1 Cu. Ft. French Door Refrigerator - Black stainless steel,4.4,
Viking,,NA,"$10,499.00 ",Viking - Professional 7 Series 20 Cu. Ft. Bottom-Freezer Built-In Refrigerator - Stainless steel,,
Samsung,,NA,"$2,299.99 ",Samsung - 22.5 Cu. Ft. French Door Counter-Depth Refrigerator with Food Showcase - Fingerprint Resistant Stainless steel,,
Frigidaire,,NA,$611.99 ,Frigidaire - 13.9 Cu. Ft. Top-Freezer Refrigerator - Black,,
Frigidaire,,NA,$611.99 ,Frigidaire - 13.9 Cu. Ft. Top-Freezer Refrigerator - White,,
Whirlpool,,121,"$1,499.99 ",Whirlpool - 18.5 Cu. Ft. Bottom-Freezer Refrigerator - White,4.5,
Whirlpool,,121,"$1,499.99 ",Whirlpool - 18.5 Cu. Ft. Bottom-Freezer Refrigerator - Black,4.5,
GE,,43,"$2,249.99 ",GE - 21.9 Cu. Ft. Side-by-Side Counter-Depth Refrigerator - Slate,4,
LG,,2,"$6,299.99 ",LG - SIGNATURE 22.8 Cu. Ft. French InstaView Door-in-Door Smart Wi-Fi Enabled Refrigerator - Textured Steel,5,
GE,,13,"$1,214.99 ",GE - 21.2 Cu. Ft. Top-Freezer Refrigerator - Black,3.6,
GE,,13,"$1,214.99 ",GE - 21.2 Cu. Ft. Top-Freezer Refrigerator - Bisque,3.6,
Viking,,8,"$10,959.00 ",Viking - Professional 5 Series Quiet Cool 25.3 Cu. Ft. Side-by-Side Built-In Refrigerator - Black,4,
Viking,,8,"$10,959.00 ",Viking - Professional 5 Series Quiet Cool 25.3 Cu. Ft. Side-by-Side Built-In Refrigerator - White,4,
Bosch,,1,"$2,519.99 ",Bosch - 500 Series 11 Cu. Ft. Bottom-Freezer Counter-Depth Refrigerator - Stainless steel,5,
Viking,,8,"$10,959.00 ",Viking - Professional 5 Series Quiet Cool 25.3 Cu. Ft. Side-by-Side Built-In Refrigerator - Burgundy,4,
JennAir,,2,"$2,699.00 ",JennAir - 20 Cu. Ft. French Door Counter-Depth Refrigerator - Stainless steel,5,
GE,,491,$754.99 ,GE - 17.5 Cu. Ft. Frost-Free Top-Freezer Refrigerator - Black,4.5,
Thermador,,NA,"$6,599.00 ",Thermador - Freedom 16.8 Cu. Ft. Built-In Refrigerator,,
GE,,28,"$3,174.99 ",GE - Profile Series 27.8 Cu. Ft. French Door Refrigerator with Keurig Brewing System - Slate,4.3,
Bertazzoni,,NA,"$3,049.00 ",Bertazzoni - Professional Series 21 Cu. Ft. French Door Counter-Depth Refrigerator - Stainless steel,,
GE,,13,$734.99 ,GE - 17.5 Cu. Ft. Frost-Free Top-Freezer Refrigerator - White,4.6,
GE,,13,$734.99 ,GE - 17.5 Cu. Ft. Frost-Free Top-Freezer Refrigerator - Black,4.6,
LG,,13,"$3,689.99 ",LG - STUDIO 23.5 Cu. Ft. French InstaView Door-in-Door Counter-Depth Smart Wi-Fi Refrigerator - Stainless steel,3.6,
Monogram,,NA,"$7,030.00 ",Monogram - 14.1 Cu. Ft. Bottom-Freezer Built-In Refrigerator,,
Whirlpool,,588,"$1,349.99 ",Whirlpool - 21.9 Cu. Ft. Bottom-Freezer Refrigerator - White on White,4.5,
Viking,,9,"$11,709.00 ",Viking - Professional 5 Series Quiet Cool 29.1 Cu. Ft. Side-by-Side Built-In Refrigerator - Black,3.9,
Viking,,9,"$11,709.00 ",Viking - Professional 5 Series Quiet Cool 29.1 Cu. Ft. Side-by-Side Built-In Refrigerator - White,3.9,
Viking,,9,"$11,709.00 ",Viking - Professional 5 Series Quiet Cool 29.1 Cu. Ft. Side-by-Side Built-In Refrigerator - Burgundy,3.9,
Whirlpool,,15,$944.99 ,Whirlpool - 21.3 Cu. Ft. Top-Freezer Refrigerator - White,3.9,
Whirlpool,,17,$639.99 ,Whirlpool - 16.0 Cu. Ft. Top-Freezer Refrigerator - White,3.9,
Monogram,,4,"$4,130.00 ",Monogram - 23.1 Cu. Ft. French Door Counter-Depth Refrigerator - Stainless steel,4,
GE,,39,"$1,259.99 ",GE - 25.4 Cu. Ft. Side-by-Side Refrigerator - High-Gloss White,4.6,
GE,,12,$774.99 ,GE - 18.2 Cu. Ft. Frost-Free Top-Freezer Refrigerator - White,4.3,
GE,,12,$774.99 ,GE - 18.2 Cu. Ft. Frost-Free Top-Freezer Refrigerator - Black,4.3,
GE,,28,"$3,059.99 ",GE - Profile Series 27.8 Cu. Ft. French Door Refrigerator with Keurig Brewing System - Stainless steel,4.3,
Monogram,,1,"$7,630.00 ",Monogram - 21.2 Cu. Ft. Side-by-Side Built-In Refrigerator - Custom Panel Ready,4,
Whirlpool,,81,"$1,399.99 ",Whirlpool - 18.5 Cu. Ft. Bottom-Freezer Refrigerator - Stainless steel,4.3,
Whirlpool,,1,"$1,349.99 ",Whirlpool - 11.3 Cu. Ft. Bottom-Freezer Counter-Depth Refrigerator - Stainless steel,2,
Viking,,9,"$11,709.00 ",Viking - Professional 5 Series Quiet Cool 29.1 Cu. Ft. Side-by-Side Built-In Refrigerator - Graphite gray,3.9,
Viking,,9,"$11,709.00 ",Viking - Professional 5 Series Quiet Cool 29.1 Cu. Ft. Side-by-Side Built-In Refrigerator - Apple red,3.9,
Monogram,,NA,"$7,230.00 ",Monogram - 14.1 Cu. Ft. Bottom-Freezer Built-In Refrigerator,,
Viking,,9,"$11,709.00 ",Viking - Professional 5 Series Quiet Cool 29.1 Cu. Ft. Side-by-Side Built-In Refrigerator - Cobalt blue,3.9,
Monogram,,NA,"$7,830.00 ",Monogram - 14.6 Cu. Ft. Bottom-Freezer Built-In Refrigerator,,
GE,,43,"$2,249.99 ",GE - 21.9 Cu. Ft. Side-by-Side Counter-Depth Refrigerator - Stainless steel,4,
LG,,171,"$3,419.99 ",LG - 29.6 Cu. Ft. French Door-in-Door Smart Wi-Fi Enabled Refrigerator - Stainless steel,4.6,
Whirlpool,,81,"$1,299.99 ",Whirlpool - 18.5 Cu. Ft. Bottom-Freezer Refrigerator - White on White,4.3,
Bosch,,1,"$7,469.99 ",Bosch - Benchmark Series 19.4 Cu. Ft. French Door Built-In Refrigerator - Stainless steel,5,
Dacor,,1,"$4,899.99 ",Dacor - 22.6 Cu. Ft. French Door Counter-Depth Refrigerator with Water and Ice Dispenser - Stainless steel,4,
GE,,14,$844.99 ,GE - 18.2 Cu. Ft. Frost-Free Top-Freezer Refrigerator - Black,4.4,
KitchenAid,,60,"$1,889.99 ",KitchenAid - 19.6 Cu. Ft. French Door Refrigerator - White,4.3,
Fisher,,1,"$1,949.00 ",Fisher & Paykel - ActiveSmart 16.9 Cu. Ft. French Door Counter-Depth Refrigerator - White,5,
Whirlpool,,15,$839.99 ,Whirlpool - 18.2 Cu. Ft. Top-Freezer Refrigerator - Stainless steel,3.7,
Bosch,,6,"$2,429.99 ",Bosch - 800 Series 10.0 Cu. Ft. Counter-Depth Refrigerator - Glass-on-Black,4.8,
KitchenAid,,22,"$2,159.99 ",KitchenAid - 14-Bottle Beverage Center - Stainless steel,4.7,
Whirlpool,,16,$789.99 ,Whirlpool - 19.2 Cu. Ft. Top-Freezer Refrigerator - Black,3.6,
GE,,13,"$1,394.99 ",GE - 21.2 Cu. Ft. Top-Freezer Refrigerator - Stainless steel,3.6,
GE,,53,$684.99 ,GE - 17.5 Cu. Ft. Frost-Free Top-Freezer Refrigerator - White,4,
Monogram,,NA,"$6,130.00 ",Monogram - 22 Cu. Ft. Refrigerator - Stainless steel,,
Monogram,,NA,"$6,130.00 ",Monogram - 22 Cu. Ft. Refrigerator - Stainless steel,,
GE,,6,"$1,259.99 ",GE - 21.2 Cu. Ft. Top-Freezer Refrigerator - White,3.3,
GE,,6,"$1,259.99 ",GE - 21.2 Cu. Ft. Top-Freezer Refrigerator - Black,3.3,
Bosch,,6,"$2,429.99 ",Bosch - 800 Series 10.0 Cu. Ft. Counter-Depth Refrigerator - Glass-on-Stainless Steel,4.8,
KitchenAid,,20,"$1,899.99 ",KitchenAid - 22.1 Cu. Ft. Bottom-Freezer Refrigerator - Stainless steel,4.5,
KitchenAid,,20,"$1,899.99 ",KitchenAid - 22.1 Cu. Ft. Bottom-Freezer Refrigerator - Stainless steel,4.5,
LG,,171,"$3,599.99 ",LG - 29.6 Cu. Ft. French Door-in-Door Smart Wi-Fi Enabled Refrigerator - PrintProof Black Stainless Steel,4.6,
KitchenAid,,126,"$1,999.90 ",KitchenAid - 25.2 Cu. Ft. French Door Refrigerator - Stainless steel,4.4,
Hotpoint,,11,$594.99 ,Hotpoint - 17.6 Cu. Ft. Frost-Free Top-Freezer Refrigerator - Black,4.2,
Hotpoint,,11,$594.99 ,Hotpoint - 17.6 Cu. Ft. Frost-Free Top-Freezer Refrigerator - White,4.2,
Fisher,,2,"$2,099.00 ",Fisher & Paykel - ActiveSmart 16.9 Cu. Ft. French Door Counter-Depth Refrigerator - Ezkleen Stainless Steel,5,
GE,,39,"$1,259.99 ",GE - 25.4 Cu. Ft. Side-by-Side Refrigerator - High-Gloss Black,4.6,
GE,,NA,"$2,274.99 ",GE - 25.8 Cu. Ft. French Door Refrigerator - Slate,,
Viking,,8,"$10,959.00 ",Viking - Professional 5 Series Quiet Cool 25.3 Cu. Ft. Side-by-Side Built-In Refrigerator - Graphite gray,4,
Viking,,8,"$10,959.00 ",Viking - Professional 5 Series Quiet Cool 25.3 Cu. Ft. Side-by-Side Built-In Refrigerator - Apple red,4,
Viking,,8,"$10,959.00 ",Viking - Professional 5 Series Quiet Cool 25.3 Cu. Ft. Side-by-Side Built-In Refrigerator - Cobalt blue,4,
KitchenAid,,38,"$1,899.99 ",KitchenAid - 18.7 Cu. Ft. Bottom-Freezer Refrigerator - Stainless steel,4.7,
Whirlpool,,485,"$1,149.99 ",Whirlpool - 21.4 Cu. Ft. Side-by-Side Refrigerator - Monochromatic Stainless Steel,4.1,
Hotpoint,,NA,$593.99 ,Hotpoint - 17.5 Cu. Ft. Top-Freezer Refrigerator - Black,,
LG,,399,"$1,799.99 ",LG - 26.2 Cu. Ft. French Door Smart Wi-Fi Enabled Refrigerator - PrintProof Black Stainless Steel,4.7,
Whirlpool,,360,"$1,599.99 ",Whirlpool - 24.7 Cu. Ft. French Door Refrigerator - Stainless steel,4.5,
Amana,,59,$549.99 ,Amana - 18.2 Cu. Ft. Top-Freezer Refrigerator - Stainless steel,4.5,
Whirlpool,,175,"$1,399.99 ",Whirlpool - 19.7 Cu. Ft. French Door Refrigerator - Stainless steel,4.4,
Whirlpool,,67,$949.99 ,Whirlpool - 25.1 Cu. Ft. Side-by-Side Refrigerator - Stainless steel,4.3,
Whirlpool,,844,"$1,149.99 ",Whirlpool - 24.6 Cu. Ft. Side-by-Side Refrigerator - Stainless steel,4.3,
Samsung,,713,"$2,399.99 ",Samsung - Family Hub 24.2 Cu. Ft. 3-Door French Door Refrigerator - Stainless steel,4.6,
Insignia™,,117,"$1,099.99 ",Insignia™ - 26.6 Cu. Ft. French Door Refrigerator - Stainless steel,4.2,
LG,,"1,664","$1,499.99 ",LG - Door-in-Door 26.0 Cu. Ft. Side-by-Side Refrigerator with Thru-the-Door Ice and Water - PrintProof Black Stainless Steel,4.5,
Insignia™,,"1,107",$469.99 ,Insignia™ - 18 Cu. Ft. Top-Freezer Refrigerator - White,4.5,
Whirlpool,,588,"$1,099.99 ",Whirlpool - 21.9 Cu. Ft. Bottom-Freezer Refrigerator - Stainless steel,4.5,
Samsung,,"1,863","$1,049.99 ",Samsung - 24.5 Cu. Ft. Side-by-Side Refrigerator with Thru-the-Door Ice and Water - Stainless steel,4.5,
Whirlpool,,785,"$1,899.99 ",Whirlpool - 24.5 Cu. Ft. 4-Door French Door Refrigerator - Stainless steel,4.6,
Samsung,,"3,819","$1,999.99 ",Samsung - 24.6 Cu. Ft. French Door Refrigerator with Thru-the-Door Ice and Water - Stainless steel,4.4,
Samsung,,"1,863","$1,099.99 ",Samsung - 24.5 Cu. Ft. Side-by-Side Refrigerator - Fingerprint Resistant Black Stainless Steel,4.5,
Insignia™,,"1,008",$449.99 ,Insignia™ - 18.1 Cu. Ft. Top-Freezer Refrigerator - Black,4.4,
Insignia™,,680,$299.99 ,Insignia™ - 9.9 Cu. Ft. Top-Freezer Refrigerator - White,4.4,
Insignia™,,"1,107",$549.99 ,Insignia™ - 18 Cu. Ft. Top-Freezer Refrigerator - Stainless steel,4.5,
Samsung,,697,"$1,099.99 ",Samsung - 21.8 Cu. Ft. French-Door Refrigerator - Stainless steel,4.6,
Insignia™,,680,$299.99 ,Insignia™ - 9.9 Cu. Ft. Top-Freezer Refrigerator - Black,4.4,
Insignia™,,"1,008",$449.99 ,Insignia™ - 18.1 Cu. Ft. Top-Freezer Refrigerator - White,4.4,
LG,,605,"$1,149.99 ","LG - 33"" Wide Large Capacity Bottom Freezer Refrigerator - Stainless steel",4.6,
Dacor,,NA,"$19,999.00 ",Dacor - Modernist 17.8 Cu. Ft. Bottom-Freezer Built-In Refrigerator,,
Fisher,,NA,"$2,049.00 ",Fisher & Paykel - ActiveSmart 13.4 Cu. Ft. Bottom-Freezer Counter-Depth Refrigerator - Ezkleen Stainless Steel,,
Fisher,,NA,"$2,099.00 ",Fisher & Paykel - 13.5 Cu. Ft. Bottom-Freezer Counter-Depth Refrigerator - Stainless steel,,
Monogram,,NA,"$6,030.00 ",Monogram - 13.1 Cu. Ft. Built-In Refrigerator - Panel Ready,,
Viking,,NA,"$8,409.00 ",Viking - Professional 5 Series Quiet Cool 22.8 Cu. Ft. Refrigerator - Burgundy,,
GE,,30,"$1,979.99 ",GE - Profile Series 25.4 Cu. Ft. Side-By-Side Refrigerator with Thru-the-Door Ice and Water - Stainless steel,4.4,
GE,,30,"$1,619.99 ",GE - 23.2 Cu. Ft. Side-by-Side Refrigerator with Thru-the-Door Ice and Water - Stainless steel,4.4,
Viking,,1,"$9,059.00 ",Viking - Professional 5 Series Quiet Cool 20.4 Cu. Ft. Bottom-Freezer Built-In Refrigerator - Gray,2,
GE,,10,$664.99 ,GE - 17.5 Cu. Ft. Top-Freezer Refrigerator - Bisque,2.8,
JennAir,,1,"$10,699.00 ",JennAir - 25 Cu. Ft. Side-by-Side Built-In Refrigerator - Stainless steel,4,
KitchenAid,,102,"$2,399.99 ",KitchenAid - 24.8 Cu. Ft. Side-by-Side Refrigerator - Stainless steel,4.2,
Samsung,,40,"$2,999.99 ",Samsung - 30 cu. ft. 4 Door French Door Refrigerator - Fingerprint Resistant Black Stainless Steel,4.6,
Haier,,5,$764.99 ,Haier - 11.6 Cu. Ft. Top-Freezer Refrigerator - Stainless steel,4.8,
Whirlpool,,15,"$1,079.99 ",Whirlpool - 21.3 Cu. Ft. Top-Freezer Refrigerator - Black stainless steel,3.9,
Samsung,,891,"$1,199.99 ",Samsung - 25.5 Cu. Ft. French Door Refrigerator with Filtered Ice Maker - White,4.5,
GE,,55,"$2,544.99 ",GE - 23.1 Cu. Ft. French Door Counter-Depth Refrigerator - Slate,4.4,
Samsung,,"3,679","$1,249.99 ",Samsung - 25.5 Cu. Ft. French Door Refrigerator with Internal Water Dispenser - White,4.5,
Samsung,,70,"$3,399.99 ",Samsung - Family Hub 22.2 Cu. Ft. 4-Door French Door Counter-Depth Refrigerator - Fingerprint Resistant Stainless Steel,4.5,
LG,,901,$989.99 ,LG - 23.8 Cu. Ft. Top-Freezer Refrigerator - Smooth White,4.6,
Frigidaire,,NA,$449.99 ,Frigidaire - 13.9 Cu. Ft. Top-Freezer Refrigerator - White,,
Samsung,,"1,384","$1,299.99 ",Samsung - 24.5 Cu. Ft. Side-by-Side Refrigerator with Thru-the-Door Ice and Water - Stainless steel,4.3,
LG,,"1,186","$2,999.99 ",LG - Door-in-Door 29.9 Cu. Ft. 4-Door French Door Refrigerator with Thru-the-Door Ice and Water - Stainless steel,4.4,
Samsung,,166,"$1,449.99 ",Samsung - 19.4 Cu.Ft. French Door Refrigerator - Fingerprint Resistant Black Stainless Steel,4.3,
Frigidaire,,583,$674.10 ,Frigidaire - 18.1 Cu. Ft. Top-Freezer Refrigerator - Stainless steel,4.4,
Café,,51,"$3,264.99 ",Café - 22.2 Cu. Ft. French Door Counter-Depth Refrigerator - Matte White,4.2,
Samsung,,720,"$2,099.99 ",Samsung - 24.7 Cu. Ft. 4-Door French Door Refrigerator with Thru-the-Door Ice and Water - Stainless steel,4.4,
Maytag,,20,"$1,449.99 ",Maytag - 22.1 Cu. Ft. Bottom-Freezer Refrigerator - Stainless steel,4.5,
GE,,55,"$2,544.99 ",GE - Profile Series 23.1 Cu. Ft. French Door Counter-Depth Refrigerator - Stainless steel,4.4,
GE,,1,"$2,904.99 ",GE - Café 23.1 Cu. Ft. French Door Counter-Depth Refrigerator - Stainless steel,5,
GE,,64,"$2,529.99 ",GE - Profile Series 27.8 Cu. Ft. French Door Refrigerator - Stainless steel,4.3,
KitchenAid,,519,"$1,999.99 ",KitchenAid - 20 Cu. Ft. French Door Counter-Depth Refrigerator - Black stainless steel,4.4,
