brand,freezer_capacity,number_of_reviews,price,product_description,ratings,total_capacity
LG,,353,"$3,509.99 ",LG - 22.7 Cu. Ft. Counter-Depth 4-Door French Door Refrigerator with Thru-the-Door Ice and Water - PrintProof Black Stainless Steel,4.4,
Viking,,2,"$10,329.00 ",Viking - Professional 5 Series Quiet Cool 20.4 Cu. Ft. Bottom-Freezer Built-In Refrigerator - White,3,
Viking,,2,"$10,329.00 ",Viking - Professional 5 Series Quiet Cool 20.4 Cu. Ft. Bottom-Freezer Built-In Refrigerator - Black,3,
Viking,,2,"$10,329.00 ",Viking - Professional 5 Series Quiet Cool 20.4 Cu. Ft. Bottom-Freezer Built-In Refrigerator - Burgundy,3,
Whirlpool,,NA,$791.99 ,Whirlpool - 18.2 Cu. Ft. Top-Freezer Refrigerator - Stainless steel,,
Whirlpool,,NA,"$2,879.99 ",Whirlpool - 10 Cu. Ft. Bottom-Freezer Built-In Refrigerator - Custom Panel Ready,,
Samsung,,143,"$2,699.99 ",Samsung - 23 Cu. Ft. Counter Depth 3-Door Refrigerator with Food ShowCase - Stainless steel,4.2,
GE,,NA,"$3,419.99 ",GE - Profile Series 27.6 Cu. Ft. 4-Door French Door Refrigerator with Door In Door - Stainless steel,,
GE,,4,$889.99 ,GE - 17.5 Cu. Ft. Frost-Free Top-Freezer Refrigerator - Stainless steel,3.5,
Whirlpool,,NA,"$1,169.99 ",Whirlpool - 24.6 Cu. Ft. Side-by-Side Refrigerator - Monochromatic Stainless Steel,,
Dacor,,NA,"$8,199.00 ",Dacor - 21.3 Cu. Ft. French Door Built-In Refrigerator,,
Viking,,1,"$10,329.00 ",Viking - Professional 5 Series Quiet Cool 20.4 Cu. Ft. Bottom-Freezer Built-In Refrigerator - Black,1,
Viking,,1,"$10,329.00 ",Viking - Professional 5 Series Quiet Cool 20.4 Cu. Ft. Bottom-Freezer Built-In Refrigerator - White,1,
Viking,,1,"$10,329.00 ",Viking - Professional 5 Series Quiet Cool 20.4 Cu. Ft. Bottom-Freezer Built-In Refrigerator - Burgundy,1,
Samsung,,"2,490","$2,999.99 ",Samsung - 27.8 Cu. Ft. 4-Door French Door Refrigerator with Food ShowCase and Thru-the-Door Ice and Water - Fingerprint Resistant Black Stainless Steel,4.6,
Fisher,,1,"$2,299.00 ",Fisher & Paykel - ActiveSmart 17.1 Cu. Ft. Bottom-Freezer Counter-Depth Refrigerator - Ezkleen Stainless Steel,5,
Fisher,,1,"$1,949.00 ",Fisher & Paykel - ActiveSmart 13.4 Cu. Ft. Bottom-Freezer Counter-Depth Refrigerator - Ezkleen Stainless Steel,5,
Fisher,,1,"$2,599.00 ",Fisher & Paykel - ActiveSmart 17.1 Cu. Ft. Bottom-Freezer Counter-Depth Refrigerator - Ezkleen Stainless Steel,5,
GE,,30,"$1,619.99 ",GE - 22.5 Cu. Ft. Side-by-Side Refrigerator with Thru-the-Door Ice and Water - Slate,4.4,
Thermador,,NA,"$8,499.00 ",Thermador - Freedom 16 Cu. Ft. Bottom-Freezer Built-In Refrigerator - Stainless steel,,
Thermador,,NA,"$8,499.00 ",Thermador - Freedom 16 Cu. Ft. Bottom-Freezer Built-In Refrigerator - Stainless steel,,
Whirlpool,,NA,"$1,999.99 ",Whirlpool - 22.1 Cu. Ft. French Door Refrigerator - Sunset Bronze,,
Whirlpool,,NA,"$1,999.99 ",Whirlpool - 22.1 Cu. Ft. French Door Refrigerator - Stainless steel,,
Frigidaire,,NA,"$1,199.99 ",Frigidaire - 22 Cu. Ft. Side-by-Side Counter-Depth Refrigerator - Stainless steel,,
Viking,,NA,"$8,749.00 ",Viking - 7 Series 16.4 Cu. Ft. Built-In Refrigerator - Graphite Gray,,
Viking,,NA,"$8,749.00 ",Viking - 7 Series 16.4 Cu. Ft. Built-In Refrigerator - Graphite Gray,,
Viking,,NA,"$7,999.00 ",Viking - 7 Series 16.4 Cu. Ft. Built-In Refrigerator - Stainless steel,,
Viking,,NA,"$8,749.00 ",Viking - 7 Series 16.4 Cu. Ft. Built-In Refrigerator - Cobalt Blue,,
Viking,,NA,"$7,999.00 ",Viking - 7 Series 16.4 Cu. Ft. Built-In Refrigerator - Stainless steel,,
Viking,,NA,"$7,999.00 ",Viking - 7 Series 16.4 Cu. Ft. Built-In Refrigerator - Stainless steel,,
GE,,13,"$1,349.99 ",GE - 25.4 Side-by-Side Refrigerator with Thru-the-Door Ice and Water - Black,4.3,
Viking,,NA,"$7,449.00 ",Viking - Professional 5 Series Quiet Cool 17.8 Cu. Ft. Refrigerator - Stainless steel,,
Viking,,NA,"$7,449.00 ",Viking - Professional 5 Series Quiet Cool 17.8 Cu. Ft. Refrigerator - Stainless steel,,
Bosch,,NA,"$3,299.00 ",Bosch - 800 Series 21 Cu. Ft. 4-Door French Door Counter-Depth Refrigerator - Stainless steel,,
GE,,13,"$1,529.99 ",GE - 25.4 Cu. Ft. Side-by-Side Refrigerator with Thru-the-Door Ice and Water - Stainless steel,4.3,
Viking,,NA,"$8,149.00 ",Viking - 7 Series 13 Cu. Ft. Built-In Refrigerator - Graphite Gray,,
Samsung,,"1,384","$1,299.99 ",Samsung - 24.5 Cu. Ft. Side-by-Side Refrigerator with Thru-the-Door Ice and Water - White,4.3,
Viking,,NA,"$10,239.00 ",Viking - Professional 7 Series 20 Cu. Ft. Bottom-Freezer Built-In Refrigerator,,
GE,,30,"$1,439.99 ",GE - 22.5 Cu. Ft. Frost-Free Side-by-Side Refrigerator with Thru-the-Door Ice and Water - White,4.4,
Viking,,NA,"$10,239.00 ",Viking - Professional 7 Series 20 Cu. Ft. Bottom-Freezer Built-In Refrigerator,,
KitchenAid,,11,"$2,609.99 ",KitchenAid - 4.7 Cu. Ft. Compact Double-Drawer Refrigerator - Stainless steel,4.2,
Samsung,,"1,766","$2,699.99 ",Samsung - 28.2 Cu. Ft. 4-Door French Door Refrigerator with Thru-the-Door Ice and Water - Stainless steel,4.4,
Café,,NA,"$2,339.99 ",Café - 5.7 Cu. Ft. Built-In Dual-Drawer Refrigerator - Stainless steel,,
Café,,NA,"$3,779.99 ",Café - 27.6 Cu. Ft. 4-Door French Door Refrigerator - Platinum,,
Viking,,1,"$10,329.00 ",Viking - Professional 5 Series Quiet Cool 20.4 Cu. Ft. Bottom-Freezer Built-In Refrigerator - Cobalt blue,1,
Viking,,1,"$9,359.00 ",Viking - Professional 5 Series Quiet Cool 20.4 Cu. Ft. Bottom-Freezer Built-In Refrigerator - Stainless steel,1,
Viking,,1,"$10,329.00 ",Viking - Professional 5 Series Quiet Cool 20.4 Cu. Ft. Bottom-Freezer Built-In Refrigerator - Graphite gray,1,
Viking,,1,"$10,329.00 ",Viking - Professional 5 Series Quiet Cool 20.4 Cu. Ft. Bottom-Freezer Built-In Refrigerator - Apple red,1,
JennAir,,1,"$8,199.00 ",JennAir - 20.8 Cu. Ft. French Door Refrigerator - Panel Ready,1,
GE,,10,$709.99 ,GE - 17.5 Cu. Ft. Frost-Free Top-Freezer Refrigerator - Silver,2.8,
GE,,10,$664.99 ,GE - 17.5 Cu. Ft. Frost-Free Top-Freezer Refrigerator - White,2.8,
JennAir,,NA,"$6,999.00 ",JennAir - 17 Cu. Ft. Built-In Refrigerator - Black,,
JennAir,,NA,"$7,399.00 ",JennAir - 20 Cu. Ft. Built-In Refrigerator - Black,,
JennAir,,NA,"$6,999.00 ",JennAir - 17 Cu. Ft. Built-In Refrigerator - Black,,
KitchenAid,,NA,"$2,399.99 ",KitchenAid - 24.8 Cu. Ft. Side-by-Side Refrigerator - Stainless Steel With PrintShield Finish,,
Viking,,NA,"$7,149.00 ",Viking - Professional 5 Series Quiet Cool 22 Cu. Ft. Refrigerator,,
Viking,,NA,"$8,309.00 ",Viking - Professional 5 Series Quiet Cool 17.8 Cu. Ft. Refrigerator - Black,,
Viking,,NA,"$8,309.00 ",Viking - Professional 5 Series Quiet Cool 17.8 Cu. Ft. Refrigerator - Black,,
Viking,,NA,"$8,309.00 ",Viking - Professional 5 Series Quiet Cool 17.8 Cu. Ft. Refrigerator - Burgundy,,
Viking,,NA,"$8,409.00 ",Viking - Professional 5 Series Quiet Cool 22.8 Cu. Ft. Refrigerator - White,,
Viking,,NA,"$8,309.00 ",Viking - Professional 5 Series Quiet Cool 17.8 Cu. Ft. Refrigerator - White,,
GE,,1,"$7,139.99 ",GE - Café Series 25.2 Cu. Ft. Side-by-Side Built-In Refrigerator - Stainless steel,5,
Viking,,NA,"$10,499.00 ",Viking - Virtuoso 7 Series 20 Cu. Ft. Bottom-Freezer Built-In Refrigerator - Stainless steel,,
Viking,,NA,"$10,499.00 ",Viking - Professional 7 Series 20 Cu. Ft. Bottom-Freezer Built-In Refrigerator - Stainless steel,,
Viking,,NA,"$8,149.00 ",Viking - 7 Series 12.9 Cu. Ft. Built-In Refrigerator - White,,
Viking,,NA,"$8,149.00 ",Viking - 7 Series 12.9 Cu. Ft. Built-In Refrigerator - Black,,
Viking,,NA,"$8,149.00 ",Viking - 7 Series 12.9 Cu. Ft. Built-In Refrigerator - Burgundy,,
Viking,,NA,"$8,149.00 ",Viking - 7 Series 12.9 Cu. Ft. Built-In Refrigerator - Black,,
Viking,,NA,"$8,149.00 ",Viking - 7 Series 12.9 Cu. Ft. Built-In Refrigerator - White,,
Viking,,NA,"$8,149.00 ",Viking - 7 Series 12.9 Cu. Ft. Built-In Refrigerator - Burgundy,,
Fisher,,NA,"$2,699.00 ",Fisher & Paykel - CoolDrawer 3.7 Cu. Ft. Built-In Mini Fridge - Custom Panel Ready,,
Viking,,NA,"$7,149.00 ",Viking - Professional 5 Series Quiet Cool 18.4 Cu. Ft. Refrigerator,,
Fisher,,NA,"$2,499.00 ",Fisher & Paykel - Series 7 8 Cu. Ft. Bottom-Freezer Counter-Depth Refrigerator - Custom Panel Ready,,
Thermador,,NA,"$8,799.00 ",Thermador - Freedom 19.6 Cu. Ft. Bottom-Freezer Built-In Refrigerator - Stainless steel,,
Thermador,,NA,"$7,299.00 ",Thermador - Freedom Collection 20.6 Cu. Ft. Built-In Refrigerator - Custom Panel Ready,,
Monogram,,NA,"$6,630.00 ",Monogram - 17.3 Cu. Ft. Built-In Refrigerator - Gray,,
KitchenAid,,11,"$2,519.99 ",KitchenAid - 4.7 Cu. Ft. Compact Double-Drawer Refrigerator - Custom Panel Ready,4.2,
Fisher,,NA,"$2,299.00 ",Fisher & Paykel - Series 7 16.9 Cu. Ft. French Door Refrigerator - EZKleen Stainless Steel,,
Whirlpool,,7,"$1,619.99 ",Whirlpool - 25.6 Cu. Ft. Side-by-Side Refrigerator with Thru-the-Door Ice and Water - Monochromatic Stainless Steel,4.1,
Bosch,,NA,"$5,039.99 ",Bosch - Benchmark Series 16.8 Cu. Ft. Built-In Refrigerator,,
LG,,24,"$3,509.99 ",LG - 31.5 Cu. Ft. French Door Refrigerator with Thru-the-Door Ice and Water - Stainless steel,2.7,
Viking,,NA,"$8,309.00 ",Viking - Professional 5 Series Quiet Cool 17.8 Cu. Ft. Refrigerator - Cobalt blue,,
Viking,,NA,"$8,409.00 ",Viking - Professional 5 Series Quiet Cool 22.8 Cu. Ft. Refrigerator - Cobalt blue,,
Viking,,NA,"$8,309.00 ",Viking - Professional 5 Series Quiet Cool 17.8 Cu. Ft. Refrigerator - Apple red,,
Viking,,NA,"$8,309.00 ",Viking - Professional 5 Series Quiet Cool 17.8 Cu. Ft. Refrigerator - Graphite gray,,
Viking,,NA,"$8,409.00 ",Viking - Professional 5 Series Quiet Cool 22.8 Cu. Ft. Refrigerator - Apple red,,
Viking,,NA,"$7,449.00 ",Viking - Professional 5 Series Quiet Cool 22.8 Cu. Ft. Refrigerator - Stainless steel,,
Viking,,NA,"$8,309.00 ",Viking - Professional 5 Series Quiet Cool 17.8 Cu. Ft. Refrigerator - Cobalt blue,,
Viking,,NA,"$8,309.00 ",Viking - Professional 5 Series Quiet Cool 17.8 Cu. Ft. Refrigerator - Apple red,,
Viking,,NA,"$8,309.00 ",Viking - Professional 5 Series Quiet Cool 17.8 Cu. Ft. Refrigerator - Graphite gray,,
Viking,,NA,"$8,409.00 ",Viking - Professional 5 Series Quiet Cool 22.8 Cu. Ft. Refrigerator - Graphite gray,,
Viking,,NA,"$7,399.00 ",Viking - 7 Series 12.9 Cu. Ft. Built-In Refrigerator - Stainless steel,,
Viking,,NA,"$8,149.00 ",Viking - 7 Series 12.9 Cu. Ft. Built-In Refrigerator - Apple Red,,
Viking,,NA,"$8,149.00 ",Viking - 7 Series 12.9 Cu. Ft. Built-In Refrigerator - Apple Red,,
Viking,,NA,"$8,149.00 ",Viking - 7 Series 12.9 Cu. Ft. Built-In Refrigerator - Graphite Gray,,
Viking,,NA,"$8,149.00 ",Viking - 7 Series 12.9 Cu. Ft. Built-In Refrigerator - Cobalt Blue,,
Viking,,NA,"$8,149.00 ",Viking - 7 Series 12.9 Cu. Ft. Built-In Refrigerator - Cobalt Blue,,
Bertazzoni,,NA,"$1,599.50 ",Bertazzoni - 17 Cu. Ft. Bottom-Freezer Refrigerator - Stainless steel,,
Bertazzoni,,NA,"$1,599.50 ",Bertazzoni - 17 Cu. Ft. Bottom-Freezer Refrigerator - Stainless steel,,
Fisher,,NA,"$2,449.00 ",Fisher & Paykel - ActiveSmart 17.1 Cu. Ft. Bottom-Freezer Refrigerator,,
Viking,,NA,"$8,309.00 ",Viking - Professional 5 Series Quiet Cool 17.8 Cu. Ft. Refrigerator - White,,
Viking,,NA,"$8,309.00 ",Viking - Professional 5 Series Quiet Cool 17.8 Cu. Ft. Refrigerator - Burgundy,,
Viking,,NA,"$11,459.00 ",Viking - Professional 7 Series 20 Cu. Ft. Bottom-Freezer Built-In Refrigerator - Apple Red,,
Viking,,NA,"$11,459.00 ",Viking - Professional 7 Series 20 Cu. Ft. Bottom-Freezer Built-In Refrigerator - Cobalt Blue,,
Viking,,NA,"$11,459.00 ",Viking - Professional 7 Series 20 Cu. Ft. Bottom-Freezer Built-In Refrigerator - Graphite Gray,,
Viking,,NA,"$11,459.00 ",Viking - Professional 7 Series 20 Cu. Ft. Bottom-Freezer Built-In Refrigerator - Cobalt Blue,,
Café,,NA,"$2,429.99 ",Café - 5.7 Cu. Ft. Built-In Dual-Drawer Refrigerator - Matte Black,,
Monogram,,NA,"$9,930.00 ",Monogram - 29.9 Cu. Ft. Side-by-Side Built-In Refrigerator - Stainless steel,,
Viking,,NA,"$11,459.00 ",Viking - Professional 7 Series 20 Cu. Ft. Bottom-Freezer Built-In Refrigerator - Graphite Gray,,
Viking,,NA,"$10,229.00 ",Viking - Professional 5 Series 29.1 Cu. Ft. Side-by-Side Built-In Refrigerator - Gray,,
Monogram,,NA,"$7,830.00 ",Monogram - 21.3 Cu. Ft. Bottom-Freezer Refrigerator - Stainless steel,,
Viking,,NA,"$11,459.00 ",Viking - Professional 7 Series 20 Cu. Ft. Bottom-Freezer Built-In Refrigerator - White,,
Viking,,NA,"$11,459.00 ",Viking - Professional 7 Series 20 Cu. Ft. Bottom-Freezer Built-In Refrigerator - White,,
Viking,,NA,"$11,459.00 ",Viking - Professional 7 Series 20 Cu. Ft. Bottom-Freezer Built-In Refrigerator - Black,,
Viking,,NA,"$11,459.00 ",Viking - Professional 7 Series 20 Cu. Ft. Bottom-Freezer Built-In Refrigerator - Black,,
Viking,,NA,"$11,459.00 ",Viking - Professional 7 Series 20 Cu. Ft. Bottom-Freezer Built-In Refrigerator - Burgundy,,
Viking,,NA,"$11,459.00 ",Viking - Professional 7 Series 20 Cu. Ft. Bottom-Freezer Built-In Refrigerator - Burgundy,,
JennAir,,1,"$7,399.00 ",JennAir - 20.8 Cu. Ft. Bottom-Freezer Built-In Refrigerator - Panel Ready,1,
Monogram,,NA,"$8,330.00 ",Monogram - 29.9 Cu. Ft. Side-by-Side Built-In Refrigerator - White,,
Viking,,NA,"$7,399.00 ",Viking - Professional 7 Series 12.9 Cu. Ft. Built-In Refrigerator - Stainless steel,,
Monogram,,NA,"$7,830.00 ",Monogram - 20.6 Cu. Ft. French Door Built-In Refrigerator,,
Monogram,,NA,"$7,630.00 ",Monogram - 14.3 Cu. Ft. Bottom-Freezer Built-In Refrigerator,,
JennAir,,NA,"$9,399.00 ",JennAir - 29.2 Cu. Ft. Side-by-Side Refrigerator - Wood,,
Fisher,,NA,"$2,249.00 ",Fisher & Paykel - 13.5 Cu. Ft. Bottom-Freezer Counter-Depth Refrigerator - EZKleen Stainless Steel,,
Monogram,,NA,"$9,430.00 ",Monogram - 30.1 Cu. Ft. Side-by-Side Built-In Refrigerator - Custom Panel Ready,,
Fisher,,NA,"$2,349.00 ",Fisher & Paykel - 17.5 Cu. Ft. Bottom-Freezer Counter-Depth Refrigerator - EZKleen Stainless Steel,,
Monogram,,NA,"$9,930.00 ",Monogram - 25.5 Cu. Ft. Side-by-Side Built-In Refrigerator - Stainless steel,,
Monogram,,NA,"$9,930.00 ",Monogram - 25.5 Cu. Ft. Side-by-Side Built-In Refrigerator - Stainless steel,,
Monogram,,NA,"$9,330.00 ",Monogram - 25.4 Cu. Ft. Side-by-Side Built-In Refrigerator - Stainless steel,,
Fisher,,NA,"$3,099.00 ",Fisher & Paykel - ActiveSmart 20.1 Cu. Ft. French Door Refrigerator - Brushed Stainless Steel,,
Monogram,,NA,"$8,930.00 ",Monogram - 20.6 Cu. Ft. French Door Built-In Refrigerator - Stainless steel,,
Monogram,,NA,"$7,830.00 ",Monogram - 21.3 Cu. Ft. Bottom-Freezer Built-In Refrigerator - Stainless steel,,
Fisher,,NA,"$6,199.00 ",Fisher & Paykel - ActiveSmart 16.8 Cu. Ft. French Door Built-In Refrigerator,,
Fisher,,NA,"$4,549.00 ",Fisher & Paykel - ActiveSmart 16.8 Cu. Ft. French Door Built-In Refrigerator,,
Fisher,,NA,"$6,199.00 ",Fisher & Paykel - ActiveSmart 16.3 Cu. Ft. Built-In Refrigerator,,
Fisher,,NA,"$6,099.00 ",Fisher & Paykel - ActiveSmart 12.4 Cu. Ft. Built-In Refrigerator,,
Fisher,,NA,"$6,199.00 ",Fisher & Paykel - ActiveSmart 16.3 Cu. Ft. Built-In Refrigerator,,
Fisher,,NA,"$6,699.00 ",Fisher & Paykel - ActiveSmart 16.3 Cu. Ft. Built-In Refrigerator,,
Fisher,,NA,"$6,099.00 ",Fisher & Paykel - ActiveSmart 12.4 Cu. Ft. Built-In Refrigerator,,
Fisher,,NA,"$5,599.00 ",Fisher & Paykel - ActiveSmart 12.4 Cu. Ft. Built-In Refrigerator,,
Fisher,,NA,"$6,699.00 ",Fisher & Paykel - ActiveSmart 16.3 Cu. Ft. Built-In Refrigerator,,
Viking,,NA,"$9,589.00 ",Viking - Professional 5 Series 25.3 Cu. Ft. Side-by-Side Built-In Refrigerator - Gray,,
KingsBottle,,1,"$2,244.99 ",KingsBottle - 98-Bottle Built-In Wine Cooler - Black,2,
Wine,,2,$229.99 ,Wine Enthusiast - 12-Bottle Wine Cellar - Black,3.5,
Fisher,,NA,"$2,099.00 ",Fisher & Paykel - 13.5 Cu. Ft. Bottom-Freezer Counter-Depth Refrigerator - Stainless steel,,
JennAir,,NA,"$3,499.00 ",JennAir - 21.9 Cu. Ft. French Door Counter-Depth Refrigerator - Beige,,
JennAir,,NA,"$4,899.00 ",JennAir - RISE 23.8 Cu. Ft. French Door Counter-Depth Refrigerator,,
Bertazzoni,,NA,"$1,399.50 ",Bertazzoni - 11.5 Cu. Ft. Bottom-Freezer Refrigerator - Stainless steel,,
Samsung,,396,"$2,399.99 ",Samsung - 26 cu.ft. French Door with External Water and Ice Dispenser - White,4.4,
Viking,,NA,"$9,059.00 ",Viking - Professional 5 Series Quiet Cool 20.4 Cu. Ft. Bottom-Freezer Refrigerator,,
Samsung,,NA,"$6,999.00 ",Samsung - Chef Collection 21.3 Cu. Ft. French Door Built-In Refrigerator - Panel Ready,,
Bertazzoni,,NA,"$6,929.00 ",Bertazzoni - Professional Series 13.9 Cu. Ft. Bottom-Freezer Built-In Refrigerator - Stainless steel,,
Bertazzoni,,NA,"$6,929.00 ",Bertazzoni - Professional Series 13.9 Cu. Ft. Bottom-Freezer Built-In Refrigerator - Stainless steel,,
Bertazzoni,,NA,"$7,244.00 ",Bertazzoni - Professional Series 17.7 Cu. Ft. Bottom-Freezer Built-In Refrigerator - Stainless steel,,
Fisher,,NA,"$2,199.00 ",Fisher & Paykel - ActiveSmart 20.1 Cu. Ft. French Door Counter-Depth Refrigerator - White,,
Bosch,,NA,"$1,979.99 ",Bosch - 800 Series 9.6 Cu. Ft. Bottom-Freezer Built-In Refrigerator - White,,
Samsung,,395,"$1,699.99 ",Samsung - 24.7 Cu. Ft. Side-by-Side Refrigerator with Food ShowCase and Thru-the-Door Ice and Water - White,4.4,
Fisher,,NA,"$5,999.00 ",Fisher & Paykel - ActiveSmart 16.8 Cu. Ft. French Door Built-In Refrigerator - Stainless steel,,
Amana,,NA,$759.99 ,Amana - 16.0 Cu. Ft. Top-Freezer Refrigerator - White,,
JennAir,,NA,"$6,499.00 ",JennAir - 13.1 Cu. Ft. Built-In Refrigerator - Black,,
Bertazzoni,,NA,"$6,614.00 ",Bertazzoni - Heritage Series 13.9 Cu. Ft. Bottom-Freezer Built-In Refrigerator - White,,
Bertazzoni,,NA,"$6,614.00 ",Bertazzoni - Professional Series 13.9 Cu. Ft. Bottom-Freezer Built-In Refrigerator - White,,
Bertazzoni,,NA,"$6,929.00 ",Bertazzoni - Professional Series 17.7 Cu. Ft. Bottom-Freezer Built-In Refrigerator - White,,
Bertazzoni,,NA,"$6,929.00 ",Bertazzoni - Heritage Series 17.7 Cu. Ft. Bottom-Freezer Built-In Refrigerator - White,,
Dacor,,NA,"$7,899.00 ",Dacor - 21.5 Cu. Ft. Built-In Refrigerator - Graphite stainless steel,,
Dacor,,NA,"$6,849.00 ",Dacor - 13.7 Cu. Ft. Built-In Refrigerator - Silver stainless steel,,
Dacor,,NA,"$7,899.00 ",Dacor - 21.5 Cu. Ft. Built-In Refrigerator - Graphite stainless steel,,
Dacor,,NA,"$7,349.00 ",Dacor - 17.8 Cu. Ft. Built-In Refrigerator - Graphite stainless steel,,
Viking,,NA,"$10,499.00 ",Viking - Virtuoso 7 Series 20 Cu. Ft. Bottom-Freezer Built-In Refrigerator - Stainless steel,,
Monogram,,NA,"$8,030.00 ",Monogram - 25.4 Cu. Ft. Side-by-Side Built-In Refrigerator - White,,
Viking,,NA,"$11,459.00 ",Viking - Professional 7 Series 20 Cu. Ft. Bottom-Freezer Built-In Refrigerator - Apple Red,,
Samsung,,1,"$2,299.99 ",Samsung - 27.8 Cu. Ft. French Door Refrigerator with Food Showcase - Fingerprint Resistant Black Stainless Steel,4,
Frigidaire,,NA,"$1,599.99 ",Frigidaire - 21.7 Cu. Ft. French Door Refrigerator - Stainless steel,,
Frigidaire,,31,"$1,499.99 ",Frigidaire - 26.8 Cu. Ft. French Door Refrigerator with Water and Ice Dispenser - Pearl White,4.5,
Samsung,,"1,863","$1,049.99 ",Samsung - 24.5 Cu. Ft. Side-by-Side Refrigerator with Thru-the-Door Ice and Water - White,4.5,
Bosch,,NA,"$3,099.00 ",Bosch - 800 Series 21 Cu. Ft. French Door Counter-Depth Refrigerator - Stainless steel,,
LG,,"1,186","$2,999.99 ",LG - 29.7 Cu. Ft. 4-Door Door-in-Door French Door Refrigerator - PrintProof Black Stainless Steel,4.4,
GE,,63,"$2,339.99 ",GE - 23.8 Cu. Ft. French Door Refrigerator - Black stainless steel,4.3,
Whirlpool,,844,"$1,249.99 ",Whirlpool - 24.5 Cu. Ft. Side-by-Side Refrigerator - Black stainless steel,4.3,
GE,,5,"$3,264.99 ",GE - Café 27.8 Cu. Ft. French Door Refrigerator with Keurig Brewing System - Stainless steel,4.6,
GE,,94,"$1,799.99 ",GE - 25.6 Cu. Ft. French Door Refrigerator - Black Slate,4.3,
Insignia™,,23,$649.99 ,Insignia™ - 17.0 Cu. Ft. Frost-Free Upright Convertible Freezer/Refrigerator,4.7,
GE,,30,"$1,299.99 ",GE - 27 Cu. Ft. French Door Refrigerator - Stainless steel,4.4,
Whirlpool,,67,$549.99 ,Whirlpool - 14.3 Cu. Ft. Top-Freezer Refrigerator - Monochromatic Stainless Steel,4.5,
Whirlpool,,"1,308",$729.99 ,Whirlpool - 20.5 Cu. Ft. Top-Freezer Refrigerator - Monochromatic Stainless Steel,4.4,
Insignia™,,133,$379.99 ,Insignia™ - 9.2 Cu. Ft. Bottom-Freezer Refrigerator - Black,4.5,
LG,,"1,664","$1,499.99 ",LG - Door-in-Door 26.0 Cu. Ft. Side-by-Side Refrigerator with Thru-the-Door Ice and Water - Stainless steel,4.5,
Samsung,,"3,819","$2,099.99 ",Samsung - 24.6 Cu. Ft. French Door Refrigerator - Fingerprint Resistant Black Stainless Steel,4.4,
Frigidaire,,366,$899.99 ,Frigidaire - 25.6 Cu. Ft. Side-by-Side Refrigerator - Stainless steel,4.3,
Frigidaire,,583,$529.99 ,Frigidaire - 18.1 Cu. Ft. Top-Freezer Refrigerator - Black,4.4,
Samsung,,42,"$1,899.99 ",Samsung - 28 Cu. Ft. French Door Refrigerator with CoolSelect Pantry™ - Fingerprint Resistant Stainless steel,4.7,
Whirlpool,,407,$429.99 ,Whirlpool - 10.6 Cu. Ft. Frost-Free Top-Freezer Refrigerator - Stainless steel,4.3,
Frigidaire,,348,$649.99 ,Frigidaire - 18 Cu. Ft. Top-Freezer Refrigerator - Stainless steel,4.5,
Samsung,,121,"$2,099.99 ",Samsung - 28  cu. ft. 4-Door French Door Refrigerator with FlexZone™ Drawer - Fingerprint Resistant Stainless Steel,4.4,
Samsung,,"3,679","$1,249.99 ",Samsung - 25.5 Cu. Ft. French Door Refrigerator with Internal Water Dispenser - Stainless steel,4.5,
Samsung,,891,"$1,199.99 ",Samsung - 25.5 Cu. Ft. French Door Refrigerator with Filtered Ice Maker - Stainless steel,4.5,
Insignia™,,2,$379.99 ,Insignia™ - 10.5 Cu. Ft. Top-Freezer Refrigerator - Stainless steel,5,
Whirlpool,,"1,308",$679.99 ,Whirlpool - 20.5 Cu. Ft. Top-Freezer Refrigerator - White,4.4,
Frigidaire,,76,$599.99 ,Frigidaire - 20.4 Cu. Ft. Top-Freezer Refrigerator - White,4.5,
Samsung,,429,"$1,099.99 ",Samsung - 17.5 Cu. Ft. French Door Counter-Depth Refrigerator - Stainless steel,4.3,
GE,,16,"$1,099.99 ",GE - 24.9 Cu. Ft. Bottom-Freezer Refrigerator - Stainless steel,4.5,
Whirlpool,,67,$499.99 ,Whirlpool - 14.3 Cu. Ft. Top-Freezer Refrigerator - White,4.5,
Insignia™,,222,$699.99 ,Insignia™ - 21 Cu. Ft. Top-Freezer Refrigerator - Stainless steel,4.2,
Frigidaire,,583,$529.99 ,Frigidaire - 18.1 Cu. Ft. Top-Freezer Refrigerator - White,4.4,
Insignia™,,2,$359.99 ,Insignia™ - 10.5 Cu. Ft. Top-Freezer Refrigerator,5,
Amana,,54,$949.99 ,Amana - 21.4 Cu. Ft. Side-by-Side Refrigerator - Stainless steel,4.2,
Maytag,,400,"$1,599.99 ",Maytag - 24.7 Cu. Ft. French Door Refrigerator - Stainless steel,4.5,
Whirlpool,,536,"$1,399.99 ",Whirlpool - 28.4 Cu. Ft. Refrigerator - Stainless steel,4.5,
Whirlpool,,712,"$1,299.99 ",Whirlpool - 25.2 Cu. Ft. French Door Refrigerator with Internal Water Dispenser - Stainless steel,4.5,
Frigidaire,,366,$899.99 ,Frigidaire - 25.6 Cu. Ft. Refrigerator - Ebony,4.3,
Insignia™,,133,$379.99 ,Insignia™ - 9.2 Cu. Ft. Bottom-Freezer Refrigerator - White,4.5,
Insignia™,,2,$359.99 ,Insignia™ - 10.5 Cu. Ft. Top-Freezer Refrigerator,5,
